2022-12-01 18:44:41.413:   WARNING: Cannot create remote cache directory //assetcache/assetcache/assetcache_wot/
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_GMM.dds retrieved from cache file: W:\.assetcache_wot\13\D9\13D9D4A871A20F007366967716F9CC25_mil_101_01_12_tile_GMM.dds
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_02_Pillbox02_AM2.dds retrieved from cache file: W:\.assetcache_wot\A5\F6\A5F600BACBBC425A5682BBC9D448CC08_mil_101_02_Pillbox02_AM2.dds
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_07_ArmoredTurret_AM.dds retrieved from cache file: W:\.assetcache_wot\B8\D6\B8D6123B8B76F3DF603EBB4B71A84FDA_mil_101_07_ArmoredTurret_AM.dds
2022-12-01 18:44:56.265: 526>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod2/hd_hv3_019_Stones_02.primitives_processed written to: W:\.assetcache_wot\94\B0\94B047FD3E3300B5E83B1E36BA8758F1_hd_hv3_019_Stones_02.primitives_processed
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_07_ArmoredTurret_ANM.dds retrieved from cache file: W:\.assetcache_wot\6A\A1\6AA101080F8E0A6035006BD977AA9B97_mil_101_07_ArmoredTurret_ANM.dds
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_07_ArmoredTurret_GMM.dds retrieved from cache file: W:\.assetcache_wot\1F\39\1F39EF12EBDDDFE036B7E7347FBD8066_mil_101_07_ArmoredTurret_GMM.dds
2022-12-01 18:44:56.265: 524>  INFO: DONE: Task Completed
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_AM.dds retrieved from cache file: W:\.assetcache_wot\69\DE\69DE8EBC9D2A7BC2A2302FA8D571136E_mil_101_01_12_tile_AM.dds
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_ANM.dds retrieved from cache file: W:\.assetcache_wot\F7\2B\F72BCFC83E2E846CAA24E8A1BFB1E8F8_mil_101_01_12_tile_ANM.dds
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_GMM.dds retrieved from cache file: W:\.assetcache_wot\13\D9\13D9D4A871A20F007366967716F9CC25_mil_101_01_12_tile_GMM.dds
2022-12-01 18:44:56.265:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_mil_001_GerPillbox_AM2.dds retrieved from cache file: W:\.assetcache_wot\55\AB\55AB57F0C5F4E751970D1F4816EFD5DE_hd_mil_001_GerPillbox_AM2.dds
2022-12-01 18:44:56.265:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_020_pillbox_05.primitives
2022-12-01 18:44:56.265: 525>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_019_Stones_02_NM.dds.marker
2022-12-01 18:44:56.265: 522>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_ANM.dds ->
2022-12-01 18:44:56.265: 522>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_ANM_hd.dds
2022-12-01 18:44:56.265: 528>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_020_Pillbox_05.primitives
2022-12-01 18:44:56.265: 528>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.265: 528>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.265: 521>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_AM.dds ->
2022-12-01 18:44:56.265: 528>  INFO:     Creating dependencies...
2022-12-01 18:44:56.265: 521>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_AM_hd.dds
2022-12-01 18:44:56.266: 523>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_GMM.dds ->
2022-12-01 18:44:56.266: 523>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_GMM_hd.dds
2022-12-01 18:44:56.266: 525>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM.dds ->
2022-12-01 18:44:56.266: 525>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM_hd.dds
2022-12-01 18:44:56.266: 528>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.266: 528>  INFO: Checking conversion...
2022-12-01 18:44:56.266: 522>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_ANM.dds ->
2022-12-01 18:44:56.266: 522>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_ANM.dds
2022-12-01 18:44:56.266: 523>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_GMM.dds ->
2022-12-01 18:44:56.266: 523>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_GMM.dds
2022-12-01 18:44:56.266: 521>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_AM.dds ->
2022-12-01 18:44:56.266: 521>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_AM.dds
2022-12-01 18:44:56.267: 528>  INFO:   Dependencies out of date
2022-12-01 18:44:56.267: 528>  INFO:     Converting task...
2022-12-01 18:44:56.267:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_028_Table.primitives_processed retrieved from cache file: W:\.assetcache_wot\39\4A\394AD541D4E1951C61F533D32B5DFE25_hd_hv3_028_Table.primitives_processed
2022-12-01 18:44:56.267: 525>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM.dds ->
2022-12-01 18:44:56.267: 525>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM.dds
2022-12-01 18:44:56.268: 528>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_020_Pillbox_05.primitives ->
2022-12-01 18:44:56.268: 528>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_020_Pillbox_05.primitives_processed
2022-12-01 18:44:56.268: 503>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_038_Stump.model_C03F6EFEE21078CA_plus_secondarydeps written to: W:\.assetcache_wot\AA\39\AA39ECA0A253A1731D74DE6AAE0388A3_hd_hv3_038_Stump.model_C03F6EFEE21078CA_plus_secondarydeps
2022-12-01 18:44:56.268: 503>  INFO: DONE: Task Completed
2022-12-01 18:44:56.268: 526>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod2/hd_hv3_019_Stones_02.primitives_plus_secondarydeps written to: W:\.assetcache_wot\B2\B0\B2B0B862E68128C018FC1B11A8BFEA92_hd_hv3_019_Stones_02.primitives_plus_secondarydeps
2022-12-01 18:44:56.268: 526>  INFO: DONE: Task Completed
2022-12-01 18:44:56.270: 522>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_ANM_hd.dds written to: W:\.assetcache_wot\4F\B7\4FB7D50E6712E29081724D00DC6C8408_hd_hv3_028_Table_ANM_hd.dds
2022-12-01 18:44:56.271: 523>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_GMM_hd.dds written to: W:\.assetcache_wot\93\9B\939B6C203A653E25E31DA4D0B8A9F5AA_hd_hv3_028_Table_GMM_hd.dds
2022-12-01 18:44:56.271: 521>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_AM_hd.dds written to: W:\.assetcache_wot\B6\B1\B6B1E68C03CEF5A35A37D08EFCB009E6_hd_hv3_028_Table_AM_hd.dds
2022-12-01 18:44:56.271:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_028_Table.model?HavokProcessor
2022-12-01 18:44:56.271:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod2/hd_hv3_019_Stones_02.primitives_processed retrieved from cache file: W:\.assetcache_wot\94\B0\94B047FD3E3300B5E83B1E36BA8758F1_hd_hv3_019_Stones_02.primitives_processed
2022-12-01 18:44:56.271:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_038_Stump_ANM.dds retrieved from cache file: W:\.assetcache_wot\EA\CC\EACC5364150552A106BBF32BCCEDEA41_hd_hv3_038_Stump_ANM.dds
2022-12-01 18:44:56.271:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_038_Stump_GMM.dds retrieved from cache file: W:\.assetcache_wot\27\EE\27EE4DBE74523513C065A1EAB1323B31_hd_hv3_038_Stump_GMM.dds
2022-12-01 18:44:56.271:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_038_Stump_AM.dds retrieved from cache file: W:\.assetcache_wot\F6\B4\F6B4FDA4036BE6C8D1A869409F487DD6_hd_hv3_038_Stump_AM.dds
2022-12-01 18:44:56.271:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_038_Stump.havok retrieved from cache file: W:\.assetcache_wot\28\DD\28DD8E9EDDC268E39032D10AAC386F4F_hd_hv3_038_Stump.havok
2022-12-01 18:44:56.272:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/Reed_Plane_AM.dds retrieved from cache file: W:\.assetcache_wot\38\2A\382AAD6E8AE759ABDC8302B75A424FD2_Reed_Plane_AM.dds
2022-12-01 18:44:56.272:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_ANM.dds retrieved from cache file: W:\.assetcache_wot\B7\E7\B7E714466A777FD1CA52A339F100BBCF_Reed_Plane_ANM.dds
2022-12-01 18:44:56.272:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_GMM.dds retrieved from cache file: W:\.assetcache_wot\CA\15\CA15C2AC60C0F65F77A92C4C8D935636_Reed_Plane_GMM.dds
2022-12-01 18:44:56.272: 525>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM_hd.dds written to: W:\.assetcache_wot\EE\4B\EE4BA8C33C5A269A5BE5A3B3CBA2C3BC_hd_hv3_019_Stones_02_NM_hd.dds
2022-12-01 18:44:56.272:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/Reed_Plane_AM.dds retrieved from cache file: W:\.assetcache_wot\38\2A\382AAD6E8AE759ABDC8302B75A424FD2_Reed_Plane_AM.dds
2022-12-01 18:44:56.272:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_ANM.dds retrieved from cache file: W:\.assetcache_wot\B7\E7\B7E714466A777FD1CA52A339F100BBCF_Reed_Plane_ANM.dds
2022-12-01 18:44:56.272:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_GMM.dds retrieved from cache file: W:\.assetcache_wot\CA\15\CA15C2AC60C0F65F77A92C4C8D935636_Reed_Plane_GMM.dds
2022-12-01 18:44:56.273:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/Reed_Plane_AM.dds retrieved from cache file: W:\.assetcache_wot\38\2A\382AAD6E8AE759ABDC8302B75A424FD2_Reed_Plane_AM.dds
2022-12-01 18:44:56.273: 528>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_020_Pillbox_05.primitives_processed written to: W:\.assetcache_wot\EF\59\EF594BC6227755EB4BE18CBD386AAB80_hd_hv3_020_Pillbox_05.primitives_processed
2022-12-01 18:44:56.273:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_ANM.dds retrieved from cache file: W:\.assetcache_wot\B7\E7\B7E714466A777FD1CA52A339F100BBCF_Reed_Plane_ANM.dds
2022-12-01 18:44:56.273:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_GMM.dds retrieved from cache file: W:\.assetcache_wot\CA\15\CA15C2AC60C0F65F77A92C4C8D935636_Reed_Plane_GMM.dds
2022-12-01 18:44:56.273:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_dirt.dds retrieved from cache file: W:\.assetcache_wot\19\DF\19DFEB882CBE417BA8084C30F56BE94C_hd_hv3_019_Stones_dirt.dds
2022-12-01 18:44:56.273:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_GBMT.dds retrieved from cache file: W:\.assetcache_wot\1B\62\1B622BF3724E3E37266FB722A34504A7_hd_hv3_019_Stones_Atlas_GBMT.dds
2022-12-01 18:44:56.273:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_MAO.dds retrieved from cache file: W:\.assetcache_wot\02\F6\02F6CBDC7BFB032F6A444D5982C2476B_hd_hv3_019_Stones_Atlas_MAO.dds
2022-12-01 18:44:56.273:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_AM.dds retrieved from cache file: W:\.assetcache_wot\49\2A\492AF93A53739793B841688F02C703BB_hd_hv3_019_Stones_Atlas_AM.dds
2022-12-01 18:44:56.273:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_027_camera_am.dds
2022-12-01 18:44:56.273:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_027_camera_anm.dds
2022-12-01 18:44:56.274:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_027_camera_gmm.dds
2022-12-01 18:44:56.274: 530>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_AM.dds
2022-12-01 18:44:56.274: 530>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.274: 530>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.274: 530>  INFO:     Creating dependencies...
2022-12-01 18:44:56.274:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/Reed_Plane_AM.dds retrieved from cache file: W:\.assetcache_wot\38\2A\382AAD6E8AE759ABDC8302B75A424FD2_Reed_Plane_AM.dds
2022-12-01 18:44:56.274: 530>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.274:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_ANM.dds retrieved from cache file: W:\.assetcache_wot\B7\E7\B7E714466A777FD1CA52A339F100BBCF_Reed_Plane_ANM.dds
2022-12-01 18:44:56.274:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_GMM.dds retrieved from cache file: W:\.assetcache_wot\CA\15\CA15C2AC60C0F65F77A92C4C8D935636_Reed_Plane_GMM.dds
2022-12-01 18:44:56.274: 531>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_ANM.dds
2022-12-01 18:44:56.274:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_027_camera.primitives
2022-12-01 18:44:56.274: 532>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_027_Camera_GMM.dds
2022-12-01 18:44:56.274: 531>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.274: 530>  INFO: Checking conversion...
2022-12-01 18:44:56.274: 532>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.274: 531>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.274: 532>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.274: 531>  INFO:     Creating dependencies...
2022-12-01 18:44:56.274: 532>  INFO:     Creating dependencies...
2022-12-01 18:44:56.274: 531>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.274: 532>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.274: 521>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_AM.dds written to: W:\.assetcache_wot\44\B7\44B77677B4158944CDDA6610EFC32F98_hd_hv3_028_Table_AM.dds
2022-12-01 18:44:56.274: 533>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_027_Camera.primitives
2022-12-01 18:44:56.274: 533>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.274: 533>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.274: 533>  INFO:     Creating dependencies...
2022-12-01 18:44:56.274: 522>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_ANM.dds written to: W:\.assetcache_wot\B4\AE\B4AEA1BC73F3548C69AA3ACF5A402D02_hd_hv3_028_Table_ANM.dds
2022-12-01 18:44:56.275:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/Reed_Plane_AM.dds retrieved from cache file: W:\.assetcache_wot\38\2A\382AAD6E8AE759ABDC8302B75A424FD2_Reed_Plane_AM.dds
2022-12-01 18:44:56.275: 531>  INFO: Checking conversion...
2022-12-01 18:44:56.275: 532>  INFO: Checking conversion...
2022-12-01 18:44:56.275:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_ANM.dds retrieved from cache file: W:\.assetcache_wot\B7\E7\B7E714466A777FD1CA52A339F100BBCF_Reed_Plane_ANM.dds
2022-12-01 18:44:56.275:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_GMM.dds retrieved from cache file: W:\.assetcache_wot\CA\15\CA15C2AC60C0F65F77A92C4C8D935636_Reed_Plane_GMM.dds
2022-12-01 18:44:56.275: 533>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.275: 523>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_GMM.dds written to: W:\.assetcache_wot\27\78\277813E9885C976F90A0685F4425CC74_hd_hv3_028_Table_GMM.dds
2022-12-01 18:44:56.275: 533>  INFO: Checking conversion...
2022-12-01 18:44:56.275:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/Reed_Plane_AM.dds retrieved from cache file: W:\.assetcache_wot\38\2A\382AAD6E8AE759ABDC8302B75A424FD2_Reed_Plane_AM.dds
2022-12-01 18:44:56.275:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod1/hd_hv3_019_stones_02.primitives
2022-12-01 18:44:56.275:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_ANM.dds retrieved from cache file: W:\.assetcache_wot\B7\E7\B7E714466A777FD1CA52A339F100BBCF_Reed_Plane_ANM.dds
2022-12-01 18:44:56.275:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_GMM.dds retrieved from cache file: W:\.assetcache_wot\CA\15\CA15C2AC60C0F65F77A92C4C8D935636_Reed_Plane_GMM.dds
2022-12-01 18:44:56.275: 530>  INFO:   Dependencies out of date
2022-12-01 18:44:56.276: 530>  INFO:     Converting task...
2022-12-01 18:44:56.276:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/Reed_Plane_AM.dds retrieved from cache file: W:\.assetcache_wot\38\2A\382AAD6E8AE759ABDC8302B75A424FD2_Reed_Plane_AM.dds
2022-12-01 18:44:56.276:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_ANM.dds retrieved from cache file: W:\.assetcache_wot\B7\E7\B7E714466A777FD1CA52A339F100BBCF_Reed_Plane_ANM.dds
2022-12-01 18:44:56.276:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/Reed_Plane_GMM.dds retrieved from cache file: W:\.assetcache_wot\CA\15\CA15C2AC60C0F65F77A92C4C8D935636_Reed_Plane_GMM.dds
2022-12-01 18:44:56.276: 532>  INFO:   Dependencies out of date
2022-12-01 18:44:56.276: 532>  INFO:     Converting task...
2022-12-01 18:44:56.276: 533>  INFO:   Dependencies out of date
2022-12-01 18:44:56.276: 531>  INFO:   Dependencies out of date
2022-12-01 18:44:56.276: 533>  INFO:     Converting task...
2022-12-01 18:44:56.276:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_dirt.dds retrieved from cache file: W:\.assetcache_wot\19\DF\19DFEB882CBE417BA8084C30F56BE94C_hd_hv3_019_Stones_dirt.dds
2022-12-01 18:44:56.276: 531>  INFO:     Converting task...
2022-12-01 18:44:56.276:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_GBMT.dds retrieved from cache file: W:\.assetcache_wot\1B\62\1B622BF3724E3E37266FB722A34504A7_hd_hv3_019_Stones_Atlas_GBMT.dds
2022-12-01 18:44:56.276:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_MAO.dds retrieved from cache file: W:\.assetcache_wot\02\F6\02F6CBDC7BFB032F6A444D5982C2476B_hd_hv3_019_Stones_Atlas_MAO.dds
2022-12-01 18:44:56.276: 528>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_020_Pillbox_05.primitives_plus_secondarydeps written to: W:\.assetcache_wot\FF\FE\FFFE19F40F95563F65122F942C5038A8_hd_hv3_020_Pillbox_05.primitives_plus_secondarydeps
2022-12-01 18:44:56.276: 528>  INFO: DONE: Task Completed
2022-12-01 18:44:56.276:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_Atlas_AM.dds retrieved from cache file: W:\.assetcache_wot\49\2A\492AF93A53739793B841688F02C703BB_hd_hv3_019_Stones_Atlas_AM.dds
2022-12-01 18:44:56.277: 521>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_AM.dds_plus_secondarydeps written to: W:\.assetcache_wot\B7\96\B796D81AD1A049DF36ADCEC891C1BECF_hd_hv3_028_Table_AM.dds_plus_secondarydeps
2022-12-01 18:44:56.277: 521>  INFO: DONE: Task Completed
2022-12-01 18:44:56.277: 534>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod1/hd_hv3_019_Stones_02.primitives
2022-12-01 18:44:56.278: 534>  INFO: Checking primary dependencies...
2022-12-01 18:44:56.278: 534>  INFO:   Primary dependencies out of date
2022-12-01 18:44:56.278: 534>  INFO:     Creating dependencies...
2022-12-01 18:44:56.278: 534>  INFO: Processing secondary dependencies...
2022-12-01 18:44:56.278: 534>  INFO: Checking conversion...
2022-12-01 18:44:56.278: 523>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_GMM.dds_plus_secondarydeps written to: W:\.assetcache_wot\EC\AF\ECAF9F7B5C5269870CD82560BEDD45D5_hd_hv3_028_Table_GMM.dds_plus_secondarydeps
2022-12-01 18:44:56.278: 523>  INFO: DONE: Task Completed
2022-12-01 18:44:56.279: 525>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_019_Stones_02_NM.dds written to: W:\.assetcache_wot\D3\35\D335948718D940EFCB0E9C280C6C488B_hd_hv3_019_Stones_02_NM.dds
2022-12-01 18:44:56.279: 522>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_028_Table_ANM.dds_plus_secondarydeps written to: W:\.assetcache_wot\67\EC\67EC1BC13B5B2D9599A73A4F21725FF3_hd_hv3_028_Table_ANM.dds_plus_secondarydeps
2022-12-01 18:44:56.279:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_020_Pillbox_05.primitives_processed retrieved from cache file: W:\.assetcache_wot\EF\59\EF594BC6227755EB4BE18CBD386AAB80_hd_hv3_020_Pillbox_05.primitives_processed
2022-12-01 18:44:56.281:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_AM.dds retrieved from cache file: W:\.assetcache_wot\69\DE\69DE8EBC9D2A7BC2A2302FA8D571136E_mil_101_01_12_tile_AM.dds
2022-12-01 18:44:56.281:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_ANM.dds retrieved from cache file: W:\.assetcache_wot\F7\2B\F72BCFC83E2E846CAA24E8A1BFB1E8F8_mil_101_01_12_tile_ANM.dds
2022-12-01 18:44:56.281: 534>  INFO:   Dependencies out of date
2022-12-01 18:44:56.281: 522>  INFO: DONE: Task Completed
2022-12-01 18:44:56.281:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_GMM.dds retrieved from cache file: W:\.assetcache_wot\13\D9\13D9D4A871A20F007366967716F9CC25_mil_101_01_12_tile_GMM.dds
2022-12-01 18:44:56.282: 534>  INFO:     Converting task...
2022-12-01 18:44:56.282:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_02_Pillbox02_AM2.dds retrieved from cache file: W:\.assetcache_wot\A5\F6\A5F600BACBBC425A5682BBC9D448CC08_mil_101_02_Pillbox02_AM2.dds
2022-12-01 18:44:56.282:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_07_ArmoredTurret_AM.dds retrieved from cache file: W:\.assetcache_wot\B8\D6\B8D6123B8B76F3DF603EBB4B71A84FDA_mil_101_07_ArmoredTurret_AM.dds
2022-12-01 18:44:56.282:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_07_ArmoredTurret_ANM.dds retrieved from cache file: W:\.assetcache_wot\6A\A1\6AA101080F8E0A6035006BD977AA9B97_mil_101_07_ArmoredTurret_ANM.dds
2022-12-01 18:44:56.282:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_07_ArmoredTurret_GMM.dds retrieved from cache file: W:\.assetcache_wot\1F\39\1F39EF12EBDDDFE036B7E7347FBD8066_mil_101_07_ArmoredTurret_GMM.dds
2022-12-01 18:44:56.282:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_AM.dds retrieved from cache file: W:\.assetcache_wot\69\DE\69DE8EBC9D2A7BC2A2302FA8D571136E_mil_101_01_12_tile_AM.dds
2022-12-01 18:44:56.282:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_ANM.dds retrieved from cache file: W:\.assetcache_wot\F7\2B\F72BCFC83E2E846CAA24E8A1BFB1E8F8_mil_101_01_12_tile_ANM.dds
2022-12-01 18:44:56.282:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/mil_101_01_12_tile_GMM.dds retrieved from cache file: W:\.assetcache_wot\13\D9\13D9D4A871A20F007366967716F9CC25_mil_101_01_12_tile_GMM.dds
